TransactionID,UserID,Amount,Location,Time,Device,Merchant
TXN1003795,User77,19.63,Aswan,2025-11-14 22:48:47,Windows,eBay
TXN1004772,User63,103.45,Hurghada,2025-11-22 14:03:25,iOS,Amazon
TXN1006428,User65,142.82,Alex,2025-11-13 06:40:43,Windows,Amazon
TXN1001804,User72,59.98,Hurghada,2025-11-18 06:56:21,Web,AliExpress
TXN1009082,User7,7.48,Cairo,2025-11-18 11:52:18,Web,Noon
TXN1003064,User73,37.71,Giza,2025-11-13 14:22:42,Windows,Noon
TXN1008891,User33,603.78,Cairo,2025-11-18 21:27:03,iOS,Jumia
TXN1005814,User82,109.72,Hurghada,2025-10-31 17:26:38,iOS,Jumia
TXN1008053,User44,134.12,Sharm,2025-11-04 14:28:02,Windows,Souq
TXN1001393,User86,14.04,Cairo,2025-10-26 15:31:23,Windows,Noon
TXN1008869,User13,48.67,Aswan,2025-11-20 23:21:59,Windows,Souq
TXN1006903,User29,25.86,Aswan,2025-11-08 19:08:26,Android,Souq
TXN1009785,User83,31.52,Alex,2025-10-27 10:18:05,Android,AliExpress
TXN1000442,User63,39.7,Hurghada,2025-10-30 05:09:01,iOS,AliExpress
TXN1004559,User97,35.62,Giza,2025-11-21 07:34:43,iOS,eBay
TXN1009080,User72,98.99,Luxor,2025-11-03 05:20:39,Web,eBay
TXN1001664,User36,69.55,Giza,2025-11-06 09:24:29,,Noon
TXN1004709,User85,8.64,Aswan,2025-11-21 00:20:52,Web,Amazon
TXN1005303,User43,27.46,Cairo,2025-11-19 10:12:18,Windows,Souq
TXN1009895,User95,17.09,Alex,2025-11-19 05:25:40,Android,Souq
TXN1004345,User18,129.91,Alex,2025-11-21 20:53:03,iOS,eBay
TXN1001124,User53,114.9,Luxor,2025-11-19 04:48:50,Web,eBay
TXN1003071,User84,15.08,Luxor,2025-11-01 00:20:16,Windows,eBay
TXN1001923,User47,44.39,Hurghada,2025-11-13 09:48:42,Web,Jumia
TXN1007377,User54,217.18,Cairo,2025-10-30 00:44:17,iOS,Souq
TXN1009298,User63,48.29,Alex,2025-11-02 11:43:05,iOS,LocalStore
TXN1005167,User10,25.87,Cairo,2025-11-09 07:01:13,Windows,eBay
TXN1000392,User23,125.33,Sharm,2025-11-17 07:52:12,Web,eBay
TXN1000241,User61,69.78,Cairo,2025-10-30 11:04:25,Android,eBay
TXN1003462,User28,36.08,Sharm,2025-11-05 07:03:31,Web,
TXN1000492,User5,42.85,Aswan,2025-11-17 23:36:09,Web,Amazon
TXN1001951,User55,135.86,Luxor,2025-10-30 13:46:26,Windows,Souq
TXN1001506,User80,5.75,Luxor,2025-10-30 16:06:43,Android,Jumia
TXN1006620,User57,557.76,Alex,2025-11-03 11:55:11,iOS,eBay
TXN1008449,User33,977.09,Sharm,2025-11-09 12:47:00,iOS,LocalStore
TXN1004370,User50,204.13,Aswan,2025-11-16 12:13:46,Android,AliExpress
TXN1004570,User26,249.58,Alex,2025-10-23 14:06:09,Windows,LocalStore
TXN1008826,User18,223.25,Alex,2025-10-26 06:57:41,iOS,AliExpress
TXN1006987,User90,98.14,Luxor,2025-11-14 05:21:33,iOS,Amazon
TXN1008251,User81,64.44,Cairo,2025-11-07 23:05:01,Android,LocalStore
TXN1009081,User90,88.32,Luxor,2025-11-15 09:40:38,iOS,Amazon
TXN1006549,User37,8.17,Aswan,2025-11-19 14:39:12,Android,eBay
TXN1005624,User21,64.26,Luxor,2025-11-10 10:15:41,Android,Amazon
TXN1009454,User81,67.83,Cairo,2025-11-09 21:15:23,Android,Souq
TXN1001361,User8,120.72,Giza,2025-11-17 08:36:08,Web,Amazon
TXN1009003,User19,7.67,Cairo,2025-11-21 07:12:51,Android,Jumia
TXN1004693,User98,20.5,Sharm,2025-11-16 18:18:49,iOS,AliExpress
TXN1008625,User72,115.21,Luxor,2025-11-16 12:57:36,Web,Jumia
TXN1001580,User42,21.46,Alex,2025-11-02 11:08:00,iOS,LocalStore
TXN1004944,User33,780.78,Cairo,2025-10-29 02:08:01,iOS,AliExpress
TXN1001487,User41,41.63,Giza,2025-11-07 12:54:22,Windows,Souq
TXN1002129,User43,20.72,Cairo,2025-10-27 20:03:29,Windows,Amazon
TXN1005069,User24,6.55,Giza,2025-10-28 07:25:20,Windows,AliExpress
TXN1009469,User43,66.89,Cairo,2025-11-18 09:26:26,Windows,Amazon
TXN1006944,User61,119.44,Alex,2025-11-15 13:14:30,Android,Noon
TXN1000377,User17,112.24,Aswan,2025-11-18 20:54:37,Windows,eBay
TXN1008698,User83,63.35,Aswan,2025-11-01 16:18:51,Android,eBay
TXN1001915,User54,358.32,Luxor,2025-10-24 23:03:24,iOS,Amazon
TXN1002156,User17,104.5,Giza,2025-11-17 07:57:32,Windows,eBay
TXN1009019,User29,31.67,Aswan,2025-11-11 14:58:07,Android,eBay
TXN1002915,User34,84.77,Cairo,2025-11-22 18:22:22,Android,AliExpress
TXN1005486,User27,34.05,Giza,2025-10-31 15:51:09,iOS,Jumia
TXN1005683,User97,11.54,Sharm,2025-11-19 16:09:48,,Amazon
TXN1006001,User8,78.5,Giza,2025-10-25 11:44:58,Web,Souq
TXN1005784,User78,139.05,Giza,2025-11-19 01:14:41,Android,LocalStore
TXN1006410,User21,18.42,Alex,2025-10-29 04:31:23,Android,eBay
TXN1006089,User2,76.37,Sharm,2025-11-11 15:23:46,Windows,Souq
TXN1009159,User22,56.44,Cairo,2025-10-23 17:17:28,iOS,LocalStore
TXN1003091,User52,49.11,Alex,2025-11-21 23:36:16,iOS,AliExpress
TXN1006128,User63,126.11,Alex,2025-11-13 02:33:31,iOS,AliExpress
TXN1000496,User2,103.61,Sharm,2025-11-12 10:51:57,Windows,Souq
TXN1002868,User58,128.03,Hurghada,2025-10-27 12:13:05,Web,Jumia
TXN1004659,User50,98.96,Aswan,2025-11-14 08:43:14,Android,LocalStore
TXN1000522,User62,51.39,Sharm,2025-11-10 12:16:47,Web,Amazon
TXN1003183,User41,54.13,Giza,2025-11-11 05:00:29,Windows,Amazon
TXN1004048,User20,15.68,Luxor,2025-11-20 12:19:00,Web,LocalStore
TXN1009167,User17,81.23,Giza,2025-11-07 09:32:57,Windows,Jumia
TXN1006722,User100,117.74,Luxor,2025-11-02 18:25:28,Web,Amazon
TXN1007303,User12,5.0,Luxor,2025-11-09 14:19:15,Web,Noon
TXN1001996,User55,74.54,Aswan,2025-10-23 05:30:47,Windows,AliExpress
TXN1003329,User36,32.1,Giza,2025-11-05 14:56:23,Android,Amazon
TXN1002549,User93,128.26,Sharm,2025-11-20 21:51:40,Windows,LocalStore
TXN1005876,User76,119.3,Sharm,2025-10-26 11:54:51,Android,Jumia
TXN1004929,User15,46.89,Giza,2025-10-23 13:30:47,iOS,LocalStore
TXN1005342,User11,48.86,Luxor,2025-10-28 15:47:22,Windows,Noon
TXN1006352,User50,96.32,Sharm,2025-11-15 20:35:31,Android,Amazon
TXN1005258,User32,34.7,Cairo,2025-11-22 17:06:13,iOS,eBay
TXN1004595,User15,64.44,Cairo,2025-11-13 12:21:21,iOS,AliExpress
TXN1004067,User28,74.1,Sharm,2025-10-27 14:29:09,Web,Noon
TXN1008154,User80,8.44,Luxor,2025-11-18 12:53:18,Android,AliExpress
TXN1009023,User53,67.8,Giza,2025-10-27 17:16:33,Web,AliExpress
TXN1003776,User77,16.39,Hurghada,2025-11-14 06:21:54,Windows,LocalStore
TXN1007068,User15,69.16,Giza,2025-11-02 14:16:33,iOS,Noon
TXN1005361,User59,223.4,Luxor,2025-11-08 06:04:26,iOS,eBay
TXN1000108,User92,58.77,,2025-11-03 12:57:59,Web,LocalStore
TXN1005619,User51,37.48,Giza,2025-10-23 06:06:50,iOS,LocalStore
TXN1008620,User40,92.68,Hurghada,2025-11-12 10:24:24,Web,Amazon
TXN1003390,User5,102.45,Aswan,2025-10-26 11:20:20,Web,Jumia
TXN1006778,User50,53.83,Sharm,2025-10-23 22:44:16,Android,Jumia
TXN1000571,User36,91.76,Giza,2025-10-28 01:41:57,Android,Amazon
TXN1008166,User84,5.85,Luxor,2025-11-16 18:16:55,Windows,Noon
TXN1009843,User65,438.77,Luxor,2025-11-12 05:16:24,Android,Souq
TXN1001407,User42,41.29,Giza,2025-11-22 19:25:24,iOS,Noon
TXN1009356,User10,16.36,Cairo,2025-11-20 06:12:45,Windows,Amazon
TXN1008205,User50,82.64,Aswan,2025-11-20 11:14:10,Android,Amazon
TXN1007327,User18,612.61,Cairo,2025-10-31 08:43:43,iOS,AliExpress
TXN1004426,User93,94.97,Sharm,2025-11-01 17:38:57,Windows,LocalStore
TXN1003232,User48,25.47,Sharm,2025-11-14 06:59:08,Web,AliExpress
TXN1002913,User61,65.3,Cairo,2025-10-24 19:50:09,Android,eBay
TXN1005628,User41,85.5,Cairo,2025-11-07 10:09:56,Windows,Jumia
TXN1003712,User72,96.71,Luxor,2025-11-18 11:01:06,Web,eBay
TXN1002407,User31,71.66,Sharm,2025-11-07 14:17:21,Android,Amazon
TXN1007105,User13,38.97,Aswan,2025-10-25 06:34:41,Windows,Amazon
TXN1008106,User99,13.22,Giza,2025-11-04 19:20:11,Android,LocalStore
TXN1003075,User3,23.28,Cairo,2025-10-28 05:46:03,Windows,LocalStore
TXN1005241,User85,9.12,Hurghada,2025-11-02 20:14:25,Web,AliExpress
TXN1002045,User89,26.91,Hurghada,2025-11-07 07:47:46,iOS,Souq
TXN1006850,User88,49.8,Sharm,2025-11-08 04:37:02,Android,Jumia
TXN1000265,User21,65.32,Alex,2025-11-07 21:57:47,Android,Amazon
TXN1006994,User32,54.93,Giza,2025-11-11 12:52:33,iOS,Amazon
TXN1005533,User40,177.08,Giza,2025-10-24 04:22:31,Web,LocalStore
TXN1009552,User41,24.66,Giza,2025-11-10 15:02:14,Windows,Souq
TXN1003930,User99,6.29,Giza,2025-10-29 06:13:36,Android,Souq
TXN1000642,User60,145.85,Sharm,2025-10-23 11:17:01,iOS,Noon
TXN1001418,User83,48.87,Aswan,2025-10-26 00:59:33,Android,AliExpress
TXN1006220,User85,8.74,Hurghada,2025-11-03 09:18:21,Web,Souq
TXN1001327,User51,147.52,Cairo,2025-11-08 22:39:44,iOS,Noon
TXN1001913,User90,242.73,Luxor,2025-11-11 04:26:39,iOS,Noon
TXN1004811,User65,210.26,Alex,2025-10-27 19:36:46,Windows,LocalStore
TXN1004856,User73,35.81,Hurghada,2025-10-23 04:36:55,Windows,Jumia
TXN1008779,User46,5.11,Cairo,2025-11-18 10:20:02,Web,eBay
TXN1003230,User95,28.64,Luxor,2025-11-02 15:08:36,Android,Jumia
TXN1009660,User6,44.75,Cairo,2025-11-05 22:04:11,Android,eBay
TXN1007464,User94,79.13,Hurghada,2025-11-04 18:30:23,Windows,AliExpress
TXN1004262,User57,300.87,Alex,2025-10-27 17:18:28,iOS,LocalStore
TXN1006196,User53,83.58,Luxor,2025-11-21 20:43:34,Web,Souq
TXN1004592,User19,11.89,Sharm,2025-11-11 07:19:19,Android,LocalStore
TXN1002485,User67,32.94,Alex,2025-11-09 11:23:15,Android,Jumia
TXN1007384,User25,12.5,Sharm,2025-11-05 16:39:40,Windows,Noon
TXN1005387,User27,48.67,Luxor,2025-10-29 13:15:21,iOS,eBay
TXN1004910,User99,13.21,Giza,2025-11-02 05:43:55,Android,Noon
TXN1003970,User54,233.06,Luxor,2025-11-02 22:23:45,iOS,AliExpress
TXN1004701,User50,95.25,Sharm,2025-11-13 15:19:00,Android,Souq
TXN1002256,User93,19.18,Giza,2025-10-28 04:25:16,Windows,AliExpress
TXN1007368,User67,27.1,Aswan,2025-11-10 16:51:15,Android,LocalStore
TXN1008297,User4,70.56,Sharm,2025-10-31 14:49:29,iOS,Souq
TXN1002844,User52,49.42,Giza,2025-10-28 16:08:20,iOS,Souq
TXN1007749,User52,71.09,Giza,2025-10-31 05:05:25,iOS,Jumia
TXN1001976,User21,19.94,Alex,2025-10-24 05:48:50,Android,Noon
TXN1000586,User22,54.64,Giza,2025-11-03 11:13:36,iOS,Amazon
TXN1005644,User63,86.75,Hurghada,2025-11-21 14:27:23,iOS,Souq
TXN1003420,User62,85.14,Sharm,2025-11-12 13:38:26,Web,eBay
TXN1009939,User5,13.94,Alex,2025-11-02 07:23:52,Web,LocalStore
TXN1000490,User19,7.15,Sharm,2025-10-27 14:51:24,Android,Amazon
TXN1000179,User61,29.35,Alex,2025-10-28 06:23:49,Android,LocalStore
TXN1007381,User75,29.72,Aswan,2025-11-06 08:32:19,Android,Noon
TXN1002705,User51,120.13,Giza,2025-11-09 20:37:52,iOS,AliExpress
TXN1009473,User63,45.07,Alex,2025-11-07 15:08:52,iOS,Jumia
TXN1005530,User46,8.5,Luxor,2025-11-01 14:04:25,Web,LocalStore
TXN1009572,User13,65.11,Cairo,2025-11-13 15:18:13,Windows,LocalStore
TXN1001436,User69,9.43,Aswan,2025-10-25 06:33:45,Android,Jumia
TXN1003915,User22,22.84,Cairo,2025-11-18 09:58:38,iOS,Noon
TXN1001932,User16,25.17,Hurghada,2025-10-27 18:03:32,Android,Amazon
TXN1007301,User12,5.17,Luxor,2025-11-08 17:22:09,Web,LocalStore
TXN1007272,User51,297.05,Cairo,2025-11-05 09:32:18,iOS,LocalStore
TXN1000211,User5,63.85,Aswan,2025-11-14 05:40:21,Web,eBay
TXN1003737,User86,33.5,Cairo,2025-10-25 11:43:51,Windows,Noon
TXN1003259,User54,229.59,Cairo,2025-10-31 09:22:06,iOS,Noon
TXN1000649,User96,39.37,Sharm,2025-11-03 11:29:40,iOS,Souq
TXN1000984,User65,66.45,Alex,2025-10-30 15:39:26,Windows,eBay
TXN1005120,User13,28.16,Aswan,2025-11-16 10:05:11,Windows,Noon
TXN1005850,User56,12.04,Luxor,2025-11-22 08:23:42,iOS,Souq
TXN1004204,User90,97.03,Aswan,2025-11-04 15:26:43,iOS,Jumia
TXN1009092,User9,158.18,Cairo,2025-11-07 20:56:22,Windows,
TXN1000972,User2,168.41,Sharm,2025-11-16 04:22:55,Windows,Jumia
TXN1003608,User53,92.51,Giza,2025-11-20 04:16:50,Web,AliExpress
TXN1002843,User75,51.42,Hurghada,2025-10-27 07:33:39,Android,Amazon
TXN1006276,User93,39.53,Giza,2025-11-01 12:56:44,Windows,Souq
TXN1001139,User53,91.34,Giza,2025-10-28 15:25:47,Web,Souq
TXN1005009,User57,294.17,Luxor,2025-11-09 15:20:33,iOS,Amazon
TXN1003968,User66,16.02,Hurghada,2025-11-22 10:19:13,Web,Noon
TXN1002483,User3,65.46,Giza,2025-11-14 12:08:10,Windows,Souq
TXN1003177,User52,36.76,Giza,2025-11-01 19:45:36,iOS,eBay
TXN1009590,User73,41966.28,Hurghada,2025-10-23 12:06:06,Windows,Souq
TXN1005647,User68,27.03,Luxor,2025-10-27 09:53:57,Windows,Souq
TXN1007864,User47,99.95,Luxor,2025-11-14 11:50:59,Web,Noon
TXN1003747,User39,104.79,Cairo,2025-10-25 19:06:27,iOS,eBay
TXN1006762,User92,40.33,Cairo,2025-10-31 13:11:52,Web,eBay
TXN1006603,User16,24.07,Hurghada,2025-11-17 14:27:10,Android,Jumia
TXN1000362,User31,144.83,Sharm,2025-10-29 19:58:10,Android,Amazon
TXN1005955,User84,28.71,Cairo,2025-10-26 06:08:13,Windows,Jumia
TXN1009771,User40,50.23,Hurghada,2025-11-18 20:09:03,iOS,LocalStore
TXN1006637,User97,24.95,Sharm,2025-10-27 08:20:07,iOS,eBay
TXN1008766,User60,170.87,Alex,2025-11-02 13:42:21,iOS,Jumia
TXN1004484,User72,97.27,Luxor,2025-11-07 21:49:49,Web,Amazon
TXN1009637,User59,104.97,Luxor,2025-11-10 21:35:11,Android,Amazon
TXN1007217,User4,66.88,Cairo,2025-11-12 21:12:31,iOS,Jumia
TXN1000648,User44,73.49,Giza,2025-11-12 08:59:48,Windows,Amazon
TXN1008675,User87,172.66,Aswan,2025-11-01 10:32:36,Android,Noon
TXN1005063,User65,136.66,Alex,2025-11-13 00:00:39,Windows,Amazon
TXN1003153,User1,31.98,Alex,2025-11-12 11:28:45,iOS,Jumia
TXN1000880,User50,40.76,Aswan,2025-10-23 05:31:59,Android,LocalStore
TXN1001871,User32,30.17,Giza,2025-11-13 17:06:26,iOS,eBay
TXN1002912,User7,5.0,Alex,2025-10-24 21:32:05,Web,AliExpress
TXN1002211,User25,18.26,Giza,2025-11-18 20:04:26,Windows,Noon
TXN1004249,User44,54.52,Sharm,2025-11-05 10:34:39,Windows,eBay
TXN1006996,User14,32.67,Alex,2025-10-30 15:45:09,Android,Souq
TXN1009736,User11,34.11,Hurghada,2025-11-04 04:52:05,Windows,AliExpress
TXN1003684,User65,134.72,Luxor,2025-10-28 16:25:29,Windows,Jumia
TXN1001707,User84,13.47,Luxor,2025-11-01 12:25:14,Windows,LocalStore
TXN1004413,User1,70.87,Aswan,2025-11-07 10:04:11,iOS,Souq
TXN1004698,User50,105.53,Sharm,2025-11-10 00:54:18,Android,Souq
TXN1005837,User89,36.13,Hurghada,2025-11-17 13:18:10,iOS,Jumia
TXN1007284,User69,22.28,Aswan,2025-10-23 11:14:01,Android,LocalStore
TXN1001610,User8,52.73,Giza,2025-11-10 15:34:32,Web,Noon
TXN1007916,User49,165.32,Aswan,2025-11-19 23:15:49,Windows,LocalStore
TXN1003003,User24,11.44,Giza,2025-10-25 18:08:12,Windows,LocalStore
TXN1008425,User35,21.95,Luxor,2025-10-30 00:55:32,Web,Amazon
TXN1007702,User94,103.3,Hurghada,2025-10-29 20:03:03,Windows,Noon
TXN1005205,User25,11.29,Giza,2025-10-24 06:11:26,Windows,Souq
TXN1005210,User91,17.77,Sharm,2025-11-06 14:30:26,iOS,LocalStore
TXN1004290,User31,113.47,Aswan,2025-11-10 12:18:56,Android,LocalStore
TXN1006442,User92,59.6,Cairo,2025-11-15 08:37:54,Web,AliExpress
TXN1000166,User11,33.83,Luxor,2025-10-25 05:58:07,Windows,eBay
TXN1006795,User60,273.43,Alex,2025-11-21 22:45:28,iOS,Jumia
TXN1004524,User33,1521.63,Cairo,2025-11-01 14:17:34,iOS,Jumia
TXN1005263,User59,86.96,Aswan,2025-11-07 16:34:53,iOS,Noon
TXN1003440,User90,37.6,Aswan,2025-11-14 08:13:50,iOS,Amazon
TXN1006349,User23,185.27,Sharm,2025-10-27 17:13:49,Web,Jumia
TXN1003757,User10,29.9,Luxor,2025-11-11 16:13:22,Windows,Noon
TXN1003510,User57,149.8,Luxor,2025-11-22 12:05:06,iOS,LocalStore
TXN1000430,User39,121.72,Luxor,2025-11-14 14:23:55,iOS,LocalStore
TXN1009722,User45,125.73,Alex,2025-11-19 06:17:52,Web,eBay
TXN1005766,User52,12.71,Alex,2025-10-23 11:27:50,iOS,Amazon
TXN1000611,User1,53.67,Aswan,2025-11-14 13:06:47,iOS,Jumia
TXN1003158,User89,24.92,Hurghada,2025-11-08 17:14:27,iOS,Noon
TXN1002114,User50,131.4,Sharm,2025-11-16 09:02:39,Android,AliExpress
TXN1008060,User73,47.22,Hurghada,2025-11-06 06:51:04,Windows,Noon
TXN1005836,User30,33.89,Aswan,2025-11-12 13:02:13,iOS,LocalStore
TXN1004415,User95,45.78,Luxor,2025-11-20 07:48:02,Android,Souq
TXN1009252,User94,54.77,Hurghada,2025-11-19 14:20:15,Windows,LocalStore
TXN1001682,User4,126.06,Sharm,2025-11-20 11:07:35,iOS,Jumia
TXN1007920,User92,47.9,Cairo,2025-11-02 10:23:14,Web,eBay
TXN1009953,User47,69.95,Luxor,2025-10-30 10:26:24,Windows,Jumia
TXN1006941,User4,67.62,Sharm,2025-11-11 12:04:15,iOS,Noon
TXN1001872,User62,110.29,Sharm,2025-10-28 23:01:14,Web,Jumia
TXN1004719,User50,130.85,Sharm,2025-11-22 19:38:56,Android,eBay
TXN1003600,User68,93.29,Sharm,2025-10-31 15:08:56,Windows,eBay
TXN1000799,User14,108.15,Alex,2025-11-14 07:03:06,Android,Noon
TXN1001453,User95,13.55,Giza,2025-11-21 09:09:27,Android,LocalStore
TXN1003277,User55,255.47,Luxor,2025-11-16 04:57:45,Windows,eBay
TXN1002710,User60,138.36,Alex,2025-10-29 10:14:26,iOS,Amazon
TXN1007499,User97,30.88,Sharm,2025-10-26 18:14:01,iOS,Jumia
TXN1000143,User76,67.17,Luxor,2025-11-10 05:58:35,Android,Jumia
TXN1006277,User26,932.51,Hurghada,2025-10-29 11:50:53,Windows,Noon
TXN1006381,User18,630.61,Alex,2025-11-13 01:39:14,iOS,Noon
TXN1008431,User5,23.58,Alex,2025-10-26 20:44:04,Web,Amazon
TXN1000660,User75,144.66,Hurghada,2025-11-09 08:33:50,Android,Amazon
TXN1002636,User16,38.23,Hurghada,2025-11-14 15:38:40,Android,Souq
TXN1004800,User28,51.16,Sharm,2025-10-29 11:54:20,Web,Amazon
TXN1006758,User75,61.75,Hurghada,2025-11-21 07:50:46,Android,Jumia
TXN1005888,User98,17.3,Cairo,2025-11-20 19:06:50,iOS,Jumia
TXN1002351,User72,136.23,Hurghada,2025-11-10 13:40:53,Web,Noon
TXN1000255,User42,13.69,Giza,2025-11-20 11:06:58,iOS,Amazon
TXN1003395,User10,21.81,Cairo,2025-11-15 22:00:13,Windows,Noon
TXN1001885,User66,46.64,Sharm,2025-11-21 12:49:14,Web,eBay
TXN1001381,User79,131.26,Aswan,2025-11-05 17:09:08,iOS,AliExpress
TXN1005494,User53,86.02,Giza,2025-10-30 14:54:46,Web,Amazon
TXN1009212,User73,38.65,Giza,2025-11-01 18:16:25,Windows,AliExpress
TXN1007497,User2,64.73,Aswan,2025-10-24 01:59:29,Windows,Amazon
TXN1002880,User43,62.81,Giza,2025-11-15 13:18:02,Windows,Noon
TXN1000638,User67,44.28,Alex,2025-10-31 12:00:06,Android,LocalStore
TXN1009199,User56,9.34,Cairo,2025-11-16 11:54:43,iOS,Jumia
TXN1006265,User26,212.53,Hurghada,2025-10-31 15:13:22,Windows,Jumia
TXN1001909,User19,13.59,Sharm,2025-11-12 10:49:32,Android,AliExpress
TXN1005868,User42,63.29,Alex,2025-10-25 16:03:03,iOS,Souq
TXN1009521,User6,35519.75,Sharm,2025-11-01 10:48:08,Android,Amazon
TXN1003426,User48,62.55,Sharm,2025-11-18 08:08:31,Web,Jumia
TXN1003099,User87,80.38,Aswan,2025-11-13 13:01:44,Android,Noon
TXN1001623,User93,35.74,Sharm,2025-10-28 18:59:18,Windows,eBay
TXN1006771,User49,100.36,Aswan,2025-10-28 11:24:40,Windows,Noon
TXN1000137,User34,32.32,Alex,2025-11-09 15:24:53,Android,eBay
TXN1003752,User17,189.55,Aswan,2025-11-08 14:20:48,Windows,Amazon
TXN1001462,User18,337.28,Alex,2025-11-01 00:44:10,iOS,Noon
TXN1009841,User94,74.06,Aswan,2025-11-02 09:25:28,Windows,AliExpress
TXN1005901,User6,66.97,Sharm,2025-11-04 19:54:29,Android,Souq
TXN1009376,User38,53.71,Sharm,2025-11-17 15:11:33,Web,Noon
TXN1005679,User45,156.24,Luxor,2025-11-09 04:32:29,Web,Amazon
TXN1005323,User61,146.71,Cairo,2025-11-08 20:01:26,Android,Noon
TXN1008639,User97,31.7,Giza,2025-11-08 20:33:31,iOS,Jumia
TXN1001474,User32,18.89,Giza,2025-11-12 20:53:46,iOS,Souq
TXN1001838,User16,65.91,Hurghada,2025-11-12 17:51:46,Android,LocalStore
TXN1004477,User55,131.3,Luxor,2025-11-04 05:26:40,Windows,Jumia
TXN1006734,User89,30.79,Hurghada,2025-11-08 02:55:45,iOS,AliExpress
TXN1009129,User73,9.46,Giza,2025-11-06 11:08:03,Windows,Amazon
TXN1007779,User12,14.19,Hurghada,2025-11-14 00:22:28,Web,Jumia
TXN1002323,User74,23.04,Luxor,2025-11-11 12:41:53,,Souq
TXN1006703,User48,55.92,Alex,2025-11-01 13:43:10,Web,eBay
TXN1006213,User84,9.76,Cairo,2025-11-19 13:56:21,Windows,AliExpress
TXN1007176,User96,58.43,Hurghada,2025-11-13 14:24:57,iOS,Noon
TXN1008714,User66,15.02,Sharm,2025-10-30 10:39:18,Web,Souq
TXN1007352,User54,295.58,Luxor,2025-11-16 20:28:54,iOS,Noon
TXN1001051,User100,57.08,Luxor,2025-11-18 15:30:11,Web,Souq
TXN1009088,User66,28.27,Sharm,2025-11-02 06:50:45,Web,Noon
TXN1006841,User38,48.53,Luxor,2025-11-09 14:29:09,Web,Souq
TXN1009012,User52,40.22,Alex,2025-11-09 09:30:10,iOS,LocalStore
TXN1001458,User90,91.11,Luxor,2025-11-18 22:04:29,iOS,LocalStore
TXN1009302,User14,33.68,Sharm,2025-11-21 01:24:25,Android,Noon
TXN1004429,User28,40.62,Sharm,2025-11-21 08:38:17,Web,Amazon
TXN1007611,User44,82.09,Sharm,2025-11-10 15:30:01,Windows,Jumia
TXN1002822,User7,20.51,Cairo,2025-11-09 07:58:43,Web,Noon
TXN1004645,User79,140.13,Aswan,2025-11-20 10:25:51,iOS,eBay
TXN1001181,User75,65.25,Hurghada,2025-11-13 13:02:34,Android,Noon
TXN1008883,User30,22.66,Aswan,2025-10-27 10:27:15,iOS,LocalStore
TXN1006286,User93,27.8,Giza,2025-10-25 15:23:49,Windows,Noon
TXN1006156,User13,95.88,Cairo,2025-11-11 13:38:48,Windows,Noon
TXN1008821,User88,69.13,Cairo,2025-11-02 15:52:05,Android,Jumia
