TransactionID,UserID,Amount,Location,Time,Device,Merchant
TXN1004730,User71,42.18,Sharm,2025-10-03 14:16:03,Android,Souq
TXN1009021,User95,465.74,Giza,2025-09-09 18:18:01,Android,AliExpress
TXN1007825,User13,750.2,Giza,2025-10-03 15:10:54,iOS,Noon
TXN1008042,User73,364.07,Alex,2025-10-03 15:30:36,iOS,LocalStore
TXN1009492,User80,156.09,Luxor,2025-10-04 19:29:51,iOS,Jumia
TXN1006519,User62,132.99,Alex,2025-09-25 00:12:35,Windows,Souq
TXN1002082,User75,49.17,Luxor,2025-09-14 15:59:09,iOS,LocalStore
TXN1005903,User38,27.32,Giza,2025-10-03 07:14:44,Android,eBay
TXN1000271,User34,761.54,Sharm,2025-10-08 15:20:06,iOS,Amazon
TXN1002117,User18,374.21,Sharm,2025-09-27 00:42:27,Web,Noon
TXN1005389,User30,117.05,Cairo,2025-09-29 10:26:37,Android,Jumia
TXN1005353,User11,115.97,Cairo,2025-10-02 02:08:44,iOS,Jumia
TXN1000783,User77,320.87,Alex,2025-09-27 18:39:24,Android,LocalStore
TXN1001719,User9,143.0,Alex,2025-09-09 06:54:24,Windows,AliExpress
TXN1006216,User61,175.77,Alex,2025-09-12 13:54:07,iOS,Souq
TXN1003240,User22,76.84,Hurghada,2025-09-28 15:54:45,Windows,Souq
TXN1003138,User90,109.44,Cairo,2025-09-30 19:32:45,Windows,Amazon
TXN1006379,User51,33.47,Giza,2025-10-06 14:30:58,Web,LocalStore
TXN1000403,User35,27.0,Alex,2025-09-30 20:48:52,iOS,LocalStore
TXN1004775,User62,102.35,Alex,2025-09-24 17:44:13,Windows,Jumia
TXN1005348,User99,216.59,Cairo,2025-09-22 13:54:06,Web,Jumia
TXN1003769,User76,215.11,Aswan,2025-09-19 17:48:33,Web,Souq
TXN1001556,User54,410.29,Aswan,2025-09-19 19:42:25,Android,Amazon
TXN1001282,User38,42.91,Giza,2025-10-08 11:53:30,Android,Amazon
TXN1005461,User50,220.47,Giza,2025-09-25 19:08:58,iOS,AliExpress
TXN1004424,User89,52.24,Aswan,2025-09-17 08:02:10,Windows,Amazon
TXN1004682,User85,565.01,Aswan,2025-09-09 02:39:57,Android,Souq
TXN1002052,User3,184.96,Aswan,2025-09-26 22:52:38,Web,LocalStore
TXN1008545,User97,668.34,Giza,2025-10-02 02:09:22,Android,Souq
TXN1003799,User53,316.53,Hurghada,2025-09-27 18:19:28,Android,LocalStore
TXN1005635,User81,506.1,Aswan,2025-09-18 13:08:49,iOS,Amazon
TXN1001769,User4,152.02,Hurghada,2025-09-30 12:53:41,Web,Jumia
TXN1001563,User54,325.3,Aswan,2025-10-03 00:35:22,Android,Souq
TXN1009759,User74,45118.19,Alex,2025-09-26 19:57:32,Windows,LocalStore
TXN1002836,User52,42.72,Aswan,2025-09-22 01:20:40,iOS,Noon
TXN1003213,User6,56.45,Giza,2025-09-26 23:12:48,Android,Noon
TXN1003526,User13,833.04,Giza,2025-09-22 15:07:00,iOS,Jumia
TXN1004530,User55,177.1,Aswan,2025-09-23 14:07:35,Windows,Noon
TXN1001665,User92,115.95,Alex,2025-09-14 05:47:29,Web,Noon
TXN1005659,User96,10.81,Giza,2025-09-28 08:08:28,Android,Amazon
TXN1007521,User23,862.18,Giza,2025-10-01 10:43:35,iOS,eBay
TXN1004936,User12,1205.46,Luxor,2025-10-04 10:47:56,Windows,Jumia
TXN1009059,User97,709.89,Giza,2025-10-02 16:43:25,Android,LocalStore
TXN1001398,User28,356.63,Cairo,2025-09-17 15:27:22,Windows,Jumia
TXN1007860,User47,49.79,Aswan,2025-10-09 17:47:03,Windows,eBay
TXN1009263,User66,1028.14,Aswan,2025-10-05 19:25:48,iOS,LocalStore
TXN1005109,User32,110.32,Giza,2025-09-16 23:43:16,Web,LocalStore
TXN1006346,User14,67.85,Alex,2025-09-22 16:48:39,iOS,LocalStore
TXN1003058,User90,77.72,Aswan,2025-09-21 18:15:22,Windows,Jumia
TXN1009350,User23,702.35,Giza,2025-09-17 13:50:52,iOS,Souq
TXN1009860,User85,311.87,Cairo,2025-09-17 17:51:12,Android,LocalStore
TXN1003160,User10,105.34,Aswan,2025-10-06 16:12:38,iOS,Jumia
TXN1008937,User23,901.17,Giza,2025-09-25 10:16:10,iOS,AliExpress
TXN1008831,User7,138.93,Luxor,2025-09-10 16:02:11,Web,Souq
TXN1004273,User23,1149.61,Giza,2025-09-29 01:01:26,iOS,Souq
TXN1007845,User17,165.38,Luxor,2025-09-24 20:34:44,iOS,eBay
TXN1005874,User10,94.21,Giza,2025-09-20 08:29:39,iOS,Noon
TXN1005494,User88,271.4,Aswan,2025-09-19 17:46:58,iOS,eBay
TXN1006266,User44,16.26,Aswan,2025-09-20 09:34:06,Web,LocalStore
TXN1000623,User56,82.53,Aswan,2025-09-13 14:32:58,Windows,Souq
TXN1003235,User44,121.99,Giza,2025-09-27 21:19:28,Web,Jumia
TXN1008871,User24,110.54,Cairo,2025-09-23 14:35:47,Windows,LocalStore
TXN1005895,User92,79.82,Cairo,2025-09-09 20:40:52,Web,Jumia
TXN1001957,User76,108.7,Hurghada,2025-09-26 21:00:08,Web,AliExpress
TXN1007287,User31,130.26,Cairo,2025-10-09 23:27:01,Android,Noon
TXN1009584,User21,8573.33,Cairo,2025-09-30 14:50:06,iOS,AliExpress
TXN1002475,User45,110.6,Alex,2025-10-03 10:39:36,Windows,AliExpress
TXN1009095,User61,56.1,Alex,2025-09-11 04:41:43,iOS,
TXN1003299,User56,110.01,Aswan,2025-09-15 18:52:42,Windows,eBay
TXN1001724,User92,110.33,Alex,2025-10-02 17:48:37,Web,Noon
TXN1005129,User74,676.25,Cairo,2025-10-09 14:28:57,Windows,Noon
TXN1006881,User12,137.06,Giza,2025-09-14 14:57:35,Windows,AliExpress
TXN1006574,User30,130.24,Luxor,2025-10-09 17:43:25,Android,Jumia
TXN1003028,User67,91.39,Hurghada,2025-09-30 09:51:57,Windows,Amazon
TXN1009555,User1,22799.19,Aswan,2025-09-21 23:50:12,Web,Amazon
TXN1003522,User53,285.56,Hurghada,2025-10-06 21:06:14,Android,Amazon
TXN1000350,User25,374.35,Alex,2025-09-14 08:12:54,Web,Jumia
TXN1002804,User71,20.54,Giza,2025-09-13 10:19:59,Android,Amazon
TXN1006524,User72,1365.66,Sharm,2025-09-23 18:53:55,Android,AliExpress
TXN1003238,User22,28.16,Cairo,2025-09-21 09:14:03,Windows,eBay
TXN1006317,User75,130.24,Aswan,2025-10-05 03:35:51,iOS,eBay
TXN1006851,User70,106.35,Sharm,2025-10-04 18:55:25,Windows,LocalStore
TXN1000405,User22,40.81,Cairo,2025-09-23 13:41:13,Windows,Souq
TXN1008183,User12,143.45,Giza,2025-10-02 18:45:17,Windows,Noon
TXN1001673,User91,153.07,Giza,2025-09-13 12:54:21,Web,Noon
TXN1002719,User56,102.23,Luxor,2025-10-08 09:52:38,Windows,Amazon
TXN1004673,User18,295.85,Luxor,2025-09-13 17:49:52,Web,AliExpress
TXN1004986,User19,395.85,Hurghada,2025-10-03 11:55:39,Android,Jumia
TXN1003155,User77,592.08,Alex,2025-09-22 13:34:10,Android,
TXN1009647,User14,118.24,Aswan,2025-10-07 00:12:08,Web,eBay
TXN1009828,User13,12079.96,Hurghada,2025-09-11 12:31:23,iOS,AliExpress
TXN1007363,User25,296.65,Sharm,2025-09-11 15:09:03,Web,Souq
TXN1000393,User23,1020.18,Sharm,2025-09-18 22:12:14,iOS,Amazon
TXN1002234,User20,252.64,Alex,2025-09-10 16:38:18,Android,Jumia
TXN1007738,User45,69.02,Aswan,2025-09-30 14:53:14,Windows,LocalStore
TXN1007251,User91,157.46,Giza,2025-09-14 23:29:17,Web,AliExpress
TXN1002757,User12,316.81,Giza,2025-09-27 06:48:05,Windows,Amazon
TXN1009632,User78,325.77,Giza,2025-09-10 14:03:22,iOS,AliExpress
TXN1007749,User72,669.86,Sharm,2025-10-09 19:11:49,Android,Souq
TXN1004849,User90,160.27,Cairo,2025-10-03 08:28:12,Windows,AliExpress
TXN1004998,User53,237.23,Hurghada,2025-09-13 14:22:00,Android,Amazon
TXN1008012,User12,238.44,Luxor,2025-09-27 17:36:25,Windows,Souq
TXN1003036,User12,300.55,Giza,2025-10-04 11:12:50,Windows,Noon
TXN1001875,User11,330.94,Cairo,2025-09-16 01:26:17,iOS,LocalStore
TXN1009177,User46,149.2,Hurghada,2025-09-22 16:32:10,Windows,Noon
TXN1005654,User98,298.47,Aswan,2025-09-14 22:09:53,Windows,Amazon
TXN1006002,User9,61.57,Alex,2025-09-29 09:23:09,Windows,eBay
TXN1009051,User95,796.97,Giza,2025-09-28 15:05:09,Android,Amazon
TXN1004761,User7,332.48,Cairo,2025-09-19 22:25:14,Web,eBay
TXN1007833,User12,268.79,Luxor,2025-10-02 14:48:11,Windows,Jumia
TXN1002331,User59,278.79,Alex,2025-09-28 04:26:15,Android,eBay
TXN1009557,User19,16447.49,Sharm,2025-09-09 15:25:35,Android,eBay
TXN1007595,User21,93.62,Sharm,2025-10-02 21:07:24,iOS,AliExpress
TXN1008887,User95,357.72,Hurghada,2025-09-24 18:44:41,Android,Souq
TXN1008145,User57,90.62,Cairo,2025-09-30 21:20:17,iOS,Souq
TXN1008955,User76,45.5,Aswan,2025-10-06 22:36:22,Web,Noon
TXN1003637,User41,455.5,Alex,2025-09-19 15:06:32,Windows,Jumia
TXN1004851,User64,95.42,Giza,2025-09-18 18:07:00,iOS,Jumia
TXN1006367,User72,1636.17,Cairo,2025-10-09 16:18:45,Android,Amazon
TXN1000435,User29,383.97,Giza,2025-09-15 18:57:40,Web,LocalStore
TXN1009478,User70,1300.34,Hurghada,2025-10-07 16:07:28,Windows,Noon
TXN1001142,User6,144.18,Hurghada,2025-09-10 14:06:50,Android,LocalStore
TXN1000129,User77,282.27,Aswan,2025-09-28 12:01:47,Android,eBay
TXN1002795,User16,38.18,Cairo,2025-09-30 18:19:35,iOS,Jumia
TXN1006502,User29,97.1,Giza,2025-09-09 02:57:19,Web,Souq
TXN1004983,User10,76.21,Giza,2025-10-01 14:08:32,iOS,eBay
TXN1008386,User94,244.43,Sharm,2025-09-30 23:45:31,Windows,Souq
TXN1001694,User61,186.29,Alex,2025-10-01 21:08:32,iOS,Souq
TXN1005014,User59,186.36,Aswan,2025-10-04 12:06:57,Android,Jumia
TXN1008008,User12,94.89,Luxor,2025-09-09 17:50:38,Windows,Jumia
TXN1002454,User7,134.07,Cairo,2025-10-09 04:33:31,Web,Souq
TXN1005225,User8,16.03,Hurghada,2025-09-24 18:16:36,Android,LocalStore
TXN1004714,User90,252.22,Aswan,2025-09-20 15:44:39,Windows,Souq
TXN1002328,User50,605.06,Sharm,2025-09-30 01:56:58,iOS,eBay
TXN1006586,User84,60.89,Alex,2025-10-06 15:34:25,iOS,Amazon
TXN1009340,User17,124.47,Luxor,2025-10-08 13:05:17,iOS,eBay
TXN1003950,User46,278.23,Sharm,2025-10-01 18:28:49,Windows,Souq
TXN1000096,User62,387.0,Hurghada,2025-10-02 20:01:39,Windows,Jumia
TXN1006170,User16,55.56,Cairo,2025-09-30 13:43:50,iOS,Amazon
TXN1007270,User79,141.15,Giza,2025-09-24 21:13:41,Web,Noon
TXN1009707,User95,2358.76,Hurghada,2025-09-09 15:03:34,Android,eBay
TXN1003262,User33,184.11,Aswan,2025-10-02 07:38:44,Windows,LocalStore
TXN1005835,User13,949.28,Giza,2025-09-27 16:14:47,iOS,Jumia
TXN1001545,User21,324.8,Sharm,2025-09-11 06:40:34,iOS,Jumia
TXN1001330,User30,350.92,Cairo,2025-10-06 20:18:10,Android,AliExpress
TXN1008566,User77,164.25,Aswan,2025-09-21 22:17:53,Android,Souq
TXN1001064,User13,343.17,Hurghada,2025-09-28 22:11:12,iOS,LocalStore
TXN1006192,User82,136.83,Sharm,2025-10-04 23:28:44,Windows,LocalStore
TXN1009404,User41,205.88,Alex,2025-09-17 23:28:16,Windows,Amazon
TXN1000091,User72,3312.31,Sharm,2025-09-16 22:06:54,Android,Jumia
TXN1003812,User68,34.12,Hurghada,2025-10-02 08:07:16,Android,AliExpress
TXN1007219,User91,45.08,Giza,2025-09-23 16:36:06,Web,eBay
TXN1001757,User18,263.92,Sharm,2025-10-09 17:06:59,Web,Noon
TXN1008957,User62,130.96,Alex,2025-09-11 19:05:36,Windows,Noon
TXN1001899,User28,123.94,Luxor,2025-10-06 12:13:33,Windows,LocalStore
TXN1002807,User81,546.98,Aswan,2025-10-02 15:56:19,iOS,AliExpress
TXN1000494,User93,33.09,Luxor,2025-09-11 19:17:39,Android,Noon
TXN1008159,User15,186.12,Luxor,2025-10-04 17:21:31,Android,AliExpress
TXN1004472,User69,150.76,Luxor,2025-10-08 17:47:11,Web,Jumia
TXN1001447,User93,49.37,Cairo,2025-10-02 12:49:36,Android,eBay
TXN1002195,User61,69.91,Hurghada,2025-09-30 17:50:23,iOS,AliExpress
TXN1004614,User46,120.33,Hurghada,2025-10-06 11:47:23,Windows,Amazon
TXN1008440,User12,326.41,Luxor,2025-09-26 08:18:15,Windows,Amazon
TXN1003535,User71,46.94,Sharm,2025-10-03 16:45:07,Android,LocalStore
TXN1002401,User1,62.28,Luxor,2025-09-11 09:29:39,Web,LocalStore
TXN1006941,User99,175.38,Alex,2025-09-16 19:16:33,Web,Jumia
TXN1000991,User73,267.31,Aswan,2025-09-28 17:45:25,iOS,
TXN1009218,User35,20.85,Alex,2025-09-13 16:10:52,iOS,Noon
TXN1004345,User38,31.99,Aswan,2025-09-20 00:45:50,Android,AliExpress
TXN1006506,User84,28.99,Luxor,2025-09-10 09:02:20,iOS,LocalStore
TXN1002020,User7,111.79,Cairo,2025-10-07 15:03:08,Web,Souq
TXN1004292,User77,284.07,Aswan,2025-10-07 17:21:27,Android,Souq
TXN1009999,User77,48945.28,Aswan,2025-10-07 17:32:42,Android,LocalStore
TXN1002386,User75,172.63,Luxor,2025-09-26 20:56:46,iOS,Noon
TXN1003491,User42,353.85,Alex,2025-10-04 09:03:00,Windows,Souq
TXN1006453,User79,170.04,Cairo,2025-10-01 04:08:24,Web,eBay
TXN1006344,User80,234.52,Luxor,2025-09-25 21:53:41,iOS,Noon
TXN1000690,User62,62.14,Alex,2025-09-20 23:17:08,Windows,Noon
TXN1003405,User78,239.21,Sharm,2025-09-12 18:17:21,iOS,Noon
TXN1005733,User69,81.23,Luxor,2025-09-23 11:56:18,Web,LocalStore
TXN1007346,User54,491.36,Aswan,2025-09-29 08:34:16,Android,AliExpress
TXN1003488,User95,197.72,Giza,2025-09-16 13:05:25,Android,eBay
TXN1005097,User9,143.85,Alex,2025-09-26 13:08:36,Windows,Jumia
TXN1002824,User2,17.19,Hurghada,2025-09-22 14:54:30,Android,eBay
TXN1004752,User8,11.7,Hurghada,2025-09-19 11:50:23,Android,AliExpress
TXN1000972,User29,272.64,Giza,2025-10-03 13:29:03,Web,Noon
TXN1004183,User71,26.47,Giza,2025-09-29 13:08:37,Android,AliExpress
TXN1003354,User18,159.37,Luxor,2025-09-11 14:30:50,Web,AliExpress
TXN1004607,User77,178.67,Alex,2025-09-27 17:28:15,Android,LocalStore
TXN1005794,User16,96.29,Giza,2025-09-12 22:07:40,iOS,AliExpress
TXN1006567,User13,653.21,Giza,2025-09-25 17:12:28,iOS,Jumia
TXN1007991,User7,250.38,Cairo,2025-09-30 12:10:09,Web,Amazon
TXN1008616,User62,71.77,Hurghada,2025-09-28 16:31:10,Windows,Amazon
TXN1009289,User99,263.91,Cairo,2025-09-17 00:44:20,Web,Jumia
TXN1005845,User27,229.92,Giza,2025-09-30 10:33:49,Android,AliExpress
TXN1004678,User89,58.07,Sharm,2025-10-09 04:48:57,Windows,LocalStore
TXN1004618,User77,274.28,Aswan,2025-09-29 17:18:02,Android,Jumia
TXN1003229,User75,127.43,Luxor,2025-09-14 22:36:24,iOS,Noon
TXN1007373,User62,69.26,Hurghada,2025-09-27 12:47:49,Windows,LocalStore
TXN1006931,User16,41.74,Cairo,2025-09-14 18:24:39,iOS,AliExpress
TXN1000840,User47,104.31,Aswan,2025-09-24 17:43:33,Windows,AliExpress
TXN1005622,User96,18.43,Alex,2025-09-14 19:46:20,Android,LocalStore
TXN1002867,User13,590.33,Hurghada,2025-10-04 07:44:49,iOS,Noon
TXN1002230,User73,273.16,Aswan,2025-09-22 14:20:52,iOS,eBay
TXN1008915,User77,133.31,Alex,2025-10-05 22:06:44,Android,AliExpress
TXN1000269,User68,104.62,,2025-09-20 18:54:15,Android,Noon
TXN1005289,User50,138.06,Giza,2025-09-23 17:52:01,iOS,eBay
TXN1005883,User64,121.71,Cairo,2025-09-26 08:03:43,iOS,Noon
TXN1003706,User20,218.09,Luxor,2025-09-24 15:06:40,Android,Amazon
TXN1006059,User9,65.61,Alex,2025-09-23 18:30:12,Windows,AliExpress
TXN1001420,User19,149.69,Sharm,2025-09-23 11:39:56,Android,LocalStore
TXN1001219,User12,133.27,Luxor,2025-09-24 11:42:42,Windows,Noon
TXN1005711,User31,94.03,Cairo,2025-09-24 18:47:10,Android,LocalStore
TXN1000798,User90,124.6,Cairo,2025-09-10 07:34:18,Windows,AliExpress
TXN1003233,User36,137.59,Luxor,2025-09-15 09:03:39,Android,LocalStore
TXN1001658,User17,243.17,Luxor,2025-09-15 13:27:57,iOS,Noon
TXN1000657,User86,84.96,Giza,2025-10-09 20:18:30,Android,Souq
TXN1009320,User18,77.87,Sharm,2025-09-18 21:38:36,Web,Noon
TXN1001582,User98,296.31,Giza,2025-10-01 13:49:35,Windows,Jumia
TXN1002291,User51,43.08,Luxor,2025-09-30 08:40:33,Web,Jumia
TXN1007080,User42,252.55,Alex,2025-10-03 21:42:11,Windows,
TXN1007098,User47,65.14,Sharm,2025-09-16 07:41:22,Windows,Jumia
TXN1000786,User23,1823.97,Giza,2025-10-07 21:26:22,iOS,Jumia
TXN1004897,User42,326.22,Alex,2025-09-15 07:15:01,Windows,Noon
TXN1006184,User5,195.75,Aswan,2025-10-05 02:50:40,Windows,eBay
TXN1006702,User12,410.36,Giza,2025-10-02 17:50:35,Windows,eBay
TXN1000898,User8,19.33,Hurghada,2025-09-23 15:03:24,Android,Amazon
TXN1000579,User83,547.82,Hurghada,2025-10-06 19:23:22,iOS,AliExpress
TXN1007372,User37,125.56,Aswan,2025-09-22 20:37:20,Windows,LocalStore
TXN1008621,User46,108.81,Hurghada,2025-09-14 18:21:10,Windows,AliExpress
TXN1005559,User37,177.07,Sharm,2025-10-08 00:37:51,Windows,AliExpress
TXN1004322,User56,215.4,Luxor,2025-09-10 21:57:28,Windows,AliExpress
TXN1005144,User33,106.02,Aswan,2025-10-07 12:09:32,Windows,Souq
TXN1002638,User37,339.63,Aswan,2025-09-10 11:51:50,Windows,Souq
TXN1002659,User94,570.66,Sharm,2025-10-08 20:18:59,Windows,Noon
TXN1008176,User83,1378.2,Luxor,2025-09-22 15:29:31,iOS,eBay
TXN1004073,User87,64.45,Luxor,2025-09-28 15:58:01,iOS,eBay
TXN1001775,User78,167.16,Sharm,2025-10-08 12:10:22,iOS,Noon
TXN1000581,User67,122.24,Hurghada,2025-10-07 14:43:17,Windows,AliExpress
TXN1007274,User24,102.07,Hurghada,2025-10-05 18:05:32,Windows,Souq
TXN1004328,User66,1357.75,Luxor,2025-09-17 02:22:29,iOS,Amazon
TXN1007957,User65,21.27,Cairo,2025-09-23 18:08:09,iOS,AliExpress
TXN1001995,User85,229.37,Aswan,2025-09-18 22:12:56,Android,Noon
TXN1000612,User93,216.25,Luxor,2025-10-09 20:40:06,Android,Souq
TXN1009552,User12,62.31,Giza,2025-09-22 16:03:12,Windows,Noon
TXN1003568,User60,971.0,Cairo,2025-09-27 22:09:10,iOS,AliExpress
TXN1003866,User98,406.12,Giza,2025-09-30 21:17:02,Windows,Souq
TXN1005041,User40,41.92,Hurghada,2025-09-25 16:26:08,iOS,LocalStore
TXN1006044,User36,68.47,Sharm,2025-10-05 13:55:09,Android,Souq
TXN1001559,User55,471.27,Aswan,2025-09-28 11:04:39,Windows,Souq
TXN1000244,User98,269.65,Aswan,2025-09-17 15:24:37,Windows,eBay
TXN1001891,User100,105.76,Alex,2025-09-15 08:04:57,iOS,AliExpress
TXN1001509,User78,206.65,Sharm,2025-09-26 14:53:02,iOS,eBay
TXN1005341,User8,10.0,Luxor,2025-09-27 15:51:02,Android,Jumia
TXN1004011,User29,149.05,Giza,2025-09-11 13:24:15,Web,Noon
TXN1000331,User20,304.41,Alex,2025-10-09 14:47:58,Android,Jumia
TXN1006867,User21,140.76,Cairo,2025-09-26 10:06:18,iOS,eBay
TXN1003420,User94,808.51,Luxor,2025-09-19 11:01:36,Windows,Noon
TXN1009104,User13,836.79,Giza,2025-10-05 12:39:00,iOS,Jumia
TXN1007814,User75,49.86,Luxor,2025-09-27 12:02:28,iOS,Souq
TXN1004041,User16,74.89,Giza,2025-09-13 16:39:05,iOS,Souq
TXN1009066,User58,46.05,Sharm,2025-09-09 19:02:23,iOS,Noon
TXN1009260,User36,66.98,Luxor,2025-09-12 15:11:39,Android,AliExpress
TXN1008532,User22,52.03,Cairo,2025-10-07 10:49:44,Windows,AliExpress
TXN1008324,User41,517.01,Alex,2025-10-06 22:59:48,Windows,AliExpress
TXN1004791,User67,166.69,Hurghada,2025-09-11 22:18:44,Windows,Souq
TXN1003438,User95,328.54,Hurghada,2025-09-20 16:02:44,Android,Amazon
TXN1003382,User63,151.48,Sharm,2025-09-20 18:23:04,Web,Jumia
TXN1006828,User14,118.27,Alex,2025-10-04 13:14:15,iOS,Noon
TXN1006788,User89,106.02,Sharm,2025-10-08 12:47:51,Windows,Noon
TXN1000074,User97,446.37,Giza,2025-09-14 15:47:04,Android,Souq
TXN1005696,User74,325.38,Alex,2025-09-16 16:32:22,Windows,Amazon
TXN1000518,User10,141.74,Aswan,2025-10-06 13:44:09,iOS,Amazon
TXN1007533,User90,384.1,Cairo,2025-09-21 12:36:12,Windows,AliExpress
TXN1009386,User100,114.76,Alex,2025-09-29 14:38:28,iOS,Amazon
TXN1005997,User14,79.57,Aswan,2025-10-03 18:42:49,iOS,Noon
TXN1002296,User66,807.26,Luxor,2025-09-11 20:09:23,iOS,Noon
TXN1006948,User53,169.31,Cairo,2025-10-01 17:50:19,Android,Jumia
TXN1002159,User27,128.19,Luxor,2025-09-10 15:24:57,Android,AliExpress
TXN1004493,User80,598.0,Luxor,2025-09-28 08:30:22,iOS,Souq
TXN1001510,User84,78.75,Luxor,2025-09-26 08:07:49,iOS,eBay
TXN1000838,User33,65.49,Aswan,2025-09-19 14:02:42,Windows,LocalStore
TXN1007967,User65,11.96,Cairo,2025-09-29 17:35:56,iOS,Souq
TXN1009638,User32,18053.45,Alex,2025-09-11 17:00:43,Web,eBay
TXN1000150,User72,1150.28,Sharm,2025-09-16 15:30:59,Android,AliExpress
TXN1005504,User26,90.7,Hurghada,2025-09-14 12:27:29,Windows,Souq
TXN1009718,User74,325.6,Luxor,2025-09-18 17:52:56,Windows,Jumia
TXN1009507,User87,29.54,Hurghada,2025-09-25 08:29:26,iOS,Jumia
TXN1000574,User60,384.94,Cairo,2025-09-30 15:53:53,iOS,Souq
TXN1009783,User65,19.5,Aswan,2025-10-05 21:14:26,Windows,Souq
TXN1002650,User80,568.19,Hurghada,2025-09-19 13:12:32,iOS,LocalStore
TXN1002384,User80,739.49,Hurghada,2025-09-16 08:31:17,iOS,eBay
TXN1009605,User34,334.64,Alex,2025-09-27 11:37:19,Web,Amazon
