TransactionID,UserID,Amount,Location,Time,Device,Merchant,tx_count_5m,tx_count_1h,avg_amount_24h,amount_zscore,tod_sin,tod_cos,missing_location,fraud_score,prediction
TXN1005724,User1,31.59,Aswan,2025-09-11 07:25:39,Web,Jumia,0,0,43.98375,-0.7877710586923996,0.9309761899400392,-0.3650799005214176,0,0.11328990904465558,NORMAL
TXN1002401,User1,62.28,Luxor,2025-09-11 09:29:39,Web,LocalStore,0,0,46.016666666666666,0.23807496957379737,0.6099722985959353,-0.792422737524354,0,0.13863486877142783,NORMAL
TXN1003763,User1,69.58,Luxor,2025-09-11 09:58:20,Web,Jumia,0,1,48.373,0.4743561980430106,0.5062846377645474,-0.8623664334629573,0,0.055300843083746554,NORMAL
TXN1001145,User1,54.42,Aswan,2025-09-11 17:02:04,Web,Noon,0,0,54.69285714285714,-0.06683084257113804,-0.9682204320075799,-0.2500983707325085,0,0.17237502860133957,NORMAL
TXN1000275,User1,164.03,,2025-09-12 00:04:05,Web,Souq,0,0,74.35000000000001,2.7883249117608586,0.017815960156788227,0.9998412831863324,1,-0.009021747330252294,FRAUD
TXN1005031,User1,75.67,Luxor,2025-09-12 08:00:21,Web,LocalStore,0,0,85.19600000000001,0.35784395487416276,0.8652608126497282,-0.5013219784656682,0,0.12626642246011704,NORMAL
TXN1008689,User1,43.51,Luxor,2025-09-12 08:37:27,Web,eBay,0,1,78.24833333333335,-0.5278410302066086,0.7731488381098689,-0.6342246243479984,0,0.0665329882454076,NORMAL
TXN1000940,User1,102.18,Luxor,2025-09-12 12:15:46,Web,Souq,0,0,87.962,1.0893557387978785,-0.06874080909807725,-0.9976345529123085,0,0.10417740899398731,NORMAL
TXN1008874,User1,70.58,Aswan,2025-09-12 19:07:03,Web,AliExpress,0,0,91.19399999999999,0.18649642672376038,-0.957508463344668,0.28840517093722956,0,0.16031610406478197,NORMAL
TXN1007095,User1,37.08,Luxor,2025-09-12 23:55:24,Web,eBay,0,0,82.175,-0.7614745441289933,-0.02006993878358981,0.9997985784932998,0,0.10986039863347186,NORMAL
TXN1002407,User1,132.29,Luxor,2025-09-13 02:55:21,Web,Jumia,0,0,76.88499999999999,1.8361663822800884,0.6926154165552418,0.7213070668931567,0,0.05384114074567403,NORMAL
TXN1006869,User1,35.18,Aswan,2025-09-13 16:17:21,Web,Noon,0,0,68.7825,-0.8202654604483327,-0.9013606575125891,-0.4330692382154071,0,0.15435025773184935,NORMAL
TXN1006068,User1,40.5,Luxor,2025-09-13 16:54:00,Web,eBay,0,1,63.126,-0.6537956422811396,-0.958819734868193,-0.28401534470392265,0,0.11050792563681427,NORMAL
TXN1000496,User1,73.85,Aswan,2025-09-13 17:17:55,Web,Souq,0,1,64.91333333333334,0.27943571787757926,-0.9831885798592022,-0.1825930350107727,0,0.11637735142273925,NORMAL
TXN1005474,User1,31.66,Luxor,2025-09-13 18:17:27,Web,Jumia,0,1,60.16285714285715,-0.8993907676655093,-0.9971027511569638,0.07606644224107004,0,0.10370211194005918,NORMAL
TXN1000136,User1,56.82,Aswan,2025-09-13 20:17:17,Web,Noon,0,0,58.19714285714286,-0.1729705270717471,-0.8258933360364117,0.5638263894947156,0,0.16561206497948305,NORMAL
TXN1006201,User1,37.83,Luxor,2025-09-14 02:38:10,Web,Souq,0,0,58.30428571428571,-0.7103598201689798,0.6366391932654878,0.7711618102566211,0,0.1001609367134122,NORMAL
TXN1002359,User1,49.63,Luxor,2025-09-14 07:31:03,Web,LocalStore,0,0,46.49571428571428,-0.3556617903089537,0.9221165824801885,-0.38691214547369507,0,0.12844776090702809,NORMAL
TXN1009143,User1,74.67,Luxor,2025-09-14 21:07:13,Web,Jumia,0,0,54.04333333333333,0.38730917563036604,-0.6844940920240717,0.7290184071641412,0,0.14506161620719887,NORMAL
TXN1008283,User1,74.75,Aswan,2025-09-15 07:28:47,Web,Jumia,0,0,66.35000000000001,0.3830666985085805,0.9258980597191483,-0.37777345461045353,0,0.11601909414465689,NORMAL
TXN1007583,User1,75.97,Aswan,2025-09-15 13:30:19,Web,Amazon,0,0,75.13000000000001,0.4134713436064095,-0.3839596085550458,-0.9233498898024822,0,0.15350463909090956,NORMAL
TXN1003031,User1,79.45,Aswan,2025-09-15 14:07:27,Web,Noon,0,1,76.21000000000001,0.5126230226317372,-0.52788257090872,-0.8493173678494984,0,0.08758351061316116,NORMAL
TXN1008273,User1,27.23,Luxor,2025-09-15 16:03:18,Web,AliExpress,0,0,66.41400000000002,-1.097891914362847,-0.873134863100525,-0.4874787286009795,0,0.13897415431861082,NORMAL
TXN1000865,User1,34.52,Aswan,2025-09-16 16:14:55,Web,LocalStore,0,0,34.52,-0.8485835978530599,-0.8967118615413604,-0.44261477310526826,0,0.15117697732212915,NORMAL
TXN1004765,User1,46.21,Luxor,2025-09-16 17:15:18,Web,Amazon,0,0,40.365,-0.4724194672015111,-0.9810398126902266,-0.19380631031193282,0,0.1644040482455994,NORMAL
TXN1006455,User1,30.33,Aswan,2025-09-17 21:48:08,Web,Noon,0,0,30.33,-0.954101969126166,-0.5441510241139147,0.8389872841442698,0,0.11314834941112656,NORMAL
TXN1008708,User1,41.96,Luxor,2025-09-18 07:56:12,Web,Noon,0,0,36.144999999999996,-0.5736069106818545,0.8741962979566853,-0.4855726852272751,0,0.12148817778993559,NORMAL
TXN1007496,User1,51.73,Aswan,2025-09-18 09:07:35,Web,eBay,0,0,41.339999999999996,-0.25604569427283325,0.683326870773177,-0.7301125856190522,0,0.14565249226834054,NORMAL
TXN1008756,User1,30.71,Aswan,2025-09-18 10:01:30,Web,Souq,0,1,38.6825,-0.9193266278682317,0.4943212082861449,-0.8692793239451435,0,0.058796782322040386,NORMAL
TXN1005675,User1,51.32,Luxor,2025-09-18 10:05:00,Web,eBay,1,2,42.895,-0.24441606057110243,0.480988768919388,-0.8767267557075075,0,-0.14611227993032405,FRAUD
TXN1005675,User1,51.32,Luxor,2025-09-18 10:05:00,Web,eBay,1,2,42.895,-0.24152020510713607,0.480988768919388,-0.8767267557075075,0,-0.14611227993032405,FRAUD
TXN1000499,User1,40.92,Aswan,2025-09-18 14:24:28,Web,Jumia,0,0,42.612857142857145,-0.5795503392244972,-0.5894313671522695,-0.8078184594430895,0,0.15916497724550988,NORMAL
TXN1009070,User1,60.38,Luxor,2025-09-18 20:32:10,Web,Amazon,0,0,44.833749999999995,0.07336848055792765,-0.7875628236173187,0.6162343700702813,0,0.15733084073814657,NORMAL
TXN1004015,User1,48.35,Aswan,2025-09-18 21:58:52,Web,Souq,0,0,47.08625000000001,-0.3313817090800002,-0.5042764508879337,0.8635422752128985,0,0.15236869216205468,NORMAL
TXN1006491,User1,20.05,Aswan,2025-09-18 23:46:26,Web,Jumia,0,0,44.08222222222223,-1.2661858371941614,-0.05916118485150887,0.9982484431277444,0,0.08467315960278243,NORMAL
TXN1001278,User1,45.8,Aswan,2025-09-19 06:23:35,Web,Jumia,0,0,44.254000000000005,-0.38449223967069135,0.9947102897711488,-0.1027201996853449,0,0.11308842396391339,NORMAL
TXN1002063,User1,36.43,Aswan,2025-09-19 07:49:28,Web,Souq,0,0,43.542727272727284,-0.6960605893520292,0.8880829682566665,-0.4596831968784899,0,0.11897796858105963,NORMAL
TXN1007055,User1,28.21,Aswan,2025-09-19 09:19:49,Web,Souq,0,0,41.349000000000004,-0.9614227356332267,0.6434001955221869,-0.765530004899881,0,0.1271728369947045,NORMAL
TXN1003612,User1,25.63,Luxor,2025-09-19 11:19:10,Web,eBay,0,0,38.22125,-1.029581979965255,0.17722788389474384,-0.9841698416280552,0,0.11035291858684187,NORMAL
TXN1009653,User1,98.06,Aswan,2025-09-19 12:08:38,Web,eBay,0,1,44.87,1.4292762977702265,-0.037661114501529244,-0.999290568580782,0,0.02998861311540435,NORMAL
TXN1008167,User1,17.95,Aswan,2025-09-19 13:32:39,Web,Amazon,0,0,42.178,-1.2761573910545854,-0.39334025258499655,-0.919392976749535,0,0.11661934535056484,NORMAL
TXN1005447,User1,90.38,Aswan,2025-09-19 22:30:20,Web,Souq,0,0,45.31375,1.1579306038965447,-0.38133929976371245,0.9244351456190539,0,0.10647291871752806,NORMAL
TXN1008418,User1,88.05,Aswan,2025-09-19 23:37:19,Web,eBay,0,0,50.062222222222225,1.0584301619723324,-0.09881319951536675,0.995106000183667,0,0.09807954331107671,NORMAL
TXN1009548,User1,29494.68,Aswan,2025-09-20 08:32:31,Web,Souq,0,0,4263.28,7.417171461859736,0.7866208152074685,-0.6174363878832683,0,-0.1667435395293686,FRAUD
TXN1009029,User1,19.88,Aswan,2025-09-20 10:06:44,Web,Noon,0,0,4262.09,-0.1406689311968928,0.4743443094659255,-0.8803394095900139,0,0.07426586296641485,NORMAL
TXN1003707,User1,25.64,Luxor,2025-09-20 12:41:02,Web,Souq,0,0,4956.096666666667,-0.13799180520619964,-0.17808666650912533,-0.9840148063985966,0,0.05294380191366238,NORMAL
TXN1003849,User1,39.95,Aswan,2025-09-21 12:56:49,Web,eBay,0,0,39.95,-0.13313346997269687,-0.24537788528539425,-0.9694275080751876,0,0.14646197802694189,NORMAL
TXN1009555,User1,22799.19,Aswan,2025-09-21 23:50:12,Web,Amazon,0,0,11419.57,4.632758591049186,-0.042747536824322495,0.9990859062640476,0,-0.17824903498625444,FRAUD
TXN1005371,User1,27.03,Luxor,2025-09-21 23:52:03,Web,Amazon,1,1,7622.056666666666,-0.18550162681578494,-0.034681462618112356,0.9993984171243561,0,-0.15559525704379373,FRAUD
TXN1006137,User1,110.06,Luxor,2025-09-22 10:19:40,Web,LocalStore,0,0,5744.0575,-0.1664341825355772,0.423935985516319,-0.9056921553068169,0,0.0453826335913492,NORMAL
TXN1006532,User1,36.54,Luxor,2025-09-22 15:09:19,Web,AliExpress,0,0,5743.205,-0.1807897633076658,-0.7352597200537353,-0.6777854705336364,0,0.06588498657284347,NORMAL
TXN1003521,User1,25.05,Aswan,2025-09-22 18:29:05,Web,Amazon,0,0,4599.574,-0.18183894848542553,-0.9919589968629542,0.12655966396384577,0,0.08733795322619226,NORMAL
TXN1003437,User1,32.12,Luxor,2025-09-23 03:44:56,Web,Souq,0,0,50.9425,-0.17890044501785682,0.8313079682971579,0.5558120742172227,0,0.1138856368808992,NORMAL
TXN1007609,User1,52.77,Luxor,2025-09-23 21:25:52,Web,Jumia,0,0,42.445,-0.17303114915782847,-0.6229698342322723,0.7822458600955426,0,0.16038683778667367,NORMAL
TXN1008615,User1,67.18,Aswan,2025-09-24 12:19:25,Web,eBay,0,0,59.97500000000001,-0.16856628336530513,-0.08461987687222143,-0.9964133060322559,0,0.14584936505590607,NORMAL
TXN1008851,User1,68.8,Aswan,2025-09-24 15:55:25,Web,AliExpress,0,0,62.916666666666664,-0.16696458181207463,-0.8558536136777173,-0.5172181280222037,0,0.17806902452457218,NORMAL
TXN1000146,User1,58.05,Aswan,2025-09-24 18:23:48,Web,AliExpress,0,0,61.7,-0.16815056927436114,-0.994612734963156,0.1036605394984548,0,0.17044502867391642,NORMAL
TXN1006219,User1,64.88,Aswan,2025-09-24 22:57:15,Web,Amazon,0,0,64.7275,-0.16541033474920028,-0.2703904127795049,0.9627507593748909,0,0.14593620527005607,NORMAL
TXN1004772,User1,32.66,Aswan,2025-09-24 23:03:08,Web,Noon,0,1,58.31400000000001,-0.1715359690529063,-0.24558937571759773,0.969373951854825,0,0.07206613909308723,NORMAL
TXN1002703,User1,35.67,Luxor,2025-09-25 15:41:46,Web,Souq,0,0,52.012,-0.16965249391839587,-0.823549098464849,-0.5672449932945502,0,0.17587373073373963,NORMAL
TXN1008518,User1,30.19,Aswan,2025-09-26 01:27:31,Web,LocalStore,0,0,32.93,-0.1697427250034983,0.3726503871441446,0.9279718147451027,0,0.12199396653930333,NORMAL
TXN1009188,User1,24.31,Luxor,2025-09-26 14:00:03,Web,Jumia,0,0,30.05666666666667,-0.16994873040929964,-0.5001889255331572,-0.8659163000971778,0,0.16277484131275055,NORMAL
TXN1007010,User1,64.7,Luxor,2025-09-26 14:42:00,Web,LocalStore,0,1,38.7175,-0.15941238880463354,-0.6494480483301835,-0.760405965600031,0,0.12527100945969027,NORMAL
TXN1002128,User1,45.53,Aswan,2025-09-26 15:52:13,Web,Souq,0,0,41.182500000000005,-0.16285092516927216,-0.8485486957207123,-0.5291172941708464,0,0.1772201090425768,NORMAL
TXN1008526,User1,48.81,Aswan,2025-09-26 19:05:12,Web,Noon,0,0,42.708000000000006,-0.161016178381427,-0.9598052919751869,0.28066670892078766,0,0.16831696373527522,NORMAL
TXN1009997,User1,33.54,Luxor,2025-09-26 22:57:14,Web,eBay,0,0,41.18,-0.16360353283775037,-0.27046042527541064,0.9627310934834524,0,0.14329904586042114,NORMAL
TXN1000980,User1,39.21,Aswan,2025-09-27 21:41:38,Web,LocalStore,0,0,36.375,-0.16120936743267988,-0.5677240187155784,0.8232189493527426,0,0.15460380714225053,NORMAL
TXN1000080,User1,83.07,Aswan,2025-09-28 00:03:54,Web,LocalStore,0,0,61.14,-0.1496580510839659,0.01701613893230685,0.9998552150265739,0,0.13641465626734894,NORMAL
TXN1002023,User1,69.49,Aswan,2025-09-28 10:49:47,Web,Souq,0,0,63.923333333333325,-0.15201723395703384,0.3016072962911511,-0.9534322413385976,0,0.1471406679599166,NORMAL
TXN1002005,User1,63.97,Luxor,2025-09-28 14:25:21,Web,AliExpress,0,0,63.934999999999995,-0.1524316374142823,-0.592540530788998,-0.8055406379396961,0,0.17435455153725804,NORMAL
TXN1005714,User1,43.43,Luxor,2025-09-28 15:42:01,Web,eBay,0,0,59.83399999999999,-0.15653905011369082,-0.8241673766666937,-0.5663463032794867,0,0.17562962364309415,NORMAL
TXN1002643,User1,25.33,Luxor,2025-09-28 20:05:12,Web,AliExpress,0,0,54.08333333333332,-0.16006076186605833,-0.8544588301328072,0.5195191118795097,0,0.16562033664389475,NORMAL
TXN1007754,User1,48.5,Luxor,2025-09-29 02:44:27,Web,LocalStore,0,0,50.14399999999999,-0.15337528287866078,0.6575396321773974,0.7534199573385436,0,0.12100510938937847,NORMAL
TXN1007849,User1,59.69,Luxor,2025-09-29 08:54:23,Web,AliExpress,0,0,51.73499999999999,-0.1496926255179114,0.7242220100709674,-0.689566878648306,0,0.14622208769560952,NORMAL
TXN1001083,User1,29.59,Luxor,2025-09-29 09:37:26,Web,Jumia,0,1,48.57142857142856,-0.1563734946661621,0.5827141197370165,-0.8126772143102783,0,0.07732132953331966,NORMAL
TXN1004589,User1,20.26,Luxor,2025-09-29 11:51:23,Web,Souq,0,0,41.53857142857142,-0.15783240546032754,0.037588443941150074,-0.9992933047319406,0,0.13670176057623018,NORMAL
TXN1009328,User1,104.35,Luxor,2025-09-29 14:48:46,Web,Jumia,0,0,47.30714285714286,-0.1356267413796246,-0.6716128365575926,-0.7409022862503964,0,0.17472871445309268,NORMAL
TXN1009257,User1,26.72,Aswan,2025-09-29 16:46:01,Web,Amazon,0,0,44.919999999999995,-0.15466175786016348,-0.9483467277443514,-0.31723569152379616,0,0.1737689483975529,NORMAL
TXN1006958,User1,32.34,Luxor,2025-09-29 17:46:07,Web,AliExpress,0,0,43.347500000000004,-0.15236758965257866,-0.9981657461195621,-0.060540426770694315,0,0.16984660314613037,NORMAL
TXN1008473,User1,143.53,Luxor,2025-09-29 18:42:26,Web,AliExpress,0,1,54.478888888888896,-0.12288022059279176,-0.982908584113717,0.1840943108180377,0,0.12488795029323907,NORMAL
TXN1008390,User1,51.28,Luxor,2025-09-29 19:33:42,Web,LocalStore,0,1,54.159000000000006,-0.14612665340322026,-0.9175812498679937,0.39754829881498743,0,0.11083704840721254,NORMAL
TXN1004569,User1,57.83,Luxor,2025-09-29 19:54:25,Web,Noon,0,1,54.49272727272728,-0.1436409287795184,-0.8779481616521413,0.4787557053985108,0,0.11018072921480282,NORMAL
TXN1008981,User1,96.92,Luxor,2025-09-29 22:08:14,Web,Amazon,0,0,61.00090909090909,-0.1326456670930466,-0.4685723829742052,0.8834251082654798,0,0.15286287554492933,NORMAL
TXN1000402,User1,17.31,Aswan,2025-09-29 22:59:10,Web,LocalStore,0,1,57.35999999999999,-0.15291426724787294,-0.262329531826902,0.9649783503952192,0,0.06799873984909283,NORMAL
TXN1002522,User1,47.61,Aswan,2025-09-30 09:58:30,Web,AliExpress,0,0,59.815,-0.14410358468898285,0.5056573733779846,-0.8627343859777918,0,0.1510534241768699,NORMAL
TXN1000439,User1,68.66,Luxor,2025-09-30 10:02:00,Web,Noon,1,1,60.61909090909091,-0.1377669514539889,0.49242356010346716,-0.8703556959398997,0,-0.09963610516452492,FRAUD
TXN1002842,User1,26.51,Aswan,2025-09-30 11:03:53,Web,Jumia,0,0,57.776666666666664,-0.14833910384220697,0.24241579750791928,-0.9701724491648892,0,0.13972402471035644,NORMAL
TXN1008844,User1,34.82,Aswan,2025-09-30 16:00:11,Web,Amazon,0,0,54.866363636363644,-0.1453612401717907,-0.8664250979403667,-0.49930706950635695,0,0.174871282899901,NORMAL
TXN1003490,User1,66.85,Luxor,2025-10-01 15:02:18,Web,Jumia,0,0,50.834999999999994,-0.13598959624431298,-0.7141673259060471,-0.6999750214173401,0,0.17742724666675957,NORMAL
TXN1006493,User1,46.41,Aswan,2025-10-01 15:10:02,Web,LocalStore,0,1,49.35999999999999,-0.1408689853450877,-0.7373755896242423,-0.675482967828428,0,0.12215640704223024,NORMAL
TXN1003837,User1,28.48,Luxor,2025-10-01 18:40:01,Web,eBay,0,0,47.24666666666666,-0.14507264929996122,-0.984795122356308,0.17371979444848673,0,0.16722060245406672,NORMAL
TXN1002848,User1,52.7,Aswan,2025-10-01 20:26:01,Web,LocalStore,0,0,48.61,-0.13773555154253267,-0.80381360175793,0.5948812432989831,0,0.1663424569985431,NORMAL
TXN1004624,User1,15.51,Luxor,2025-10-02 11:04:38,Web,eBay,0,0,41.989999999999995,-0.14731767981462213,0.2392396232198052,-0.9709605567074523,0,0.13880427072858603,NORMAL
TXN1003288,User1,47.22,Luxor,2025-10-02 12:20:46,Web,Amazon,0,0,42.86166666666666,-0.13784709268097872,-0.09048773372529455,-0.9958975700569112,0,0.1448983582233298,NORMAL
TXN1007456,User1,10.97,Luxor,2025-10-03 01:03:50,Web,LocalStore,0,0,24.566666666666666,-0.14727643079455321,0.27493823376127685,0.961461890880876,0,0.11918738802059425,NORMAL
TXN1002024,User1,31.44,Aswan,2025-10-03 19:22:57,Web,eBay,0,0,21.205000000000002,-0.14087508947143623,-0.9352124817448724,0.3540870147133284,0,0.16509577128095887,NORMAL
TXN1008245,User1,77.06,Aswan,2025-10-04 06:14:33,Web,Noon,0,0,54.25,-0.12742885534274284,0.9979854183708025,-0.06344371300022023,0,0.12081723200762895,NORMAL
TXN1007978,User1,26.16,Luxor,2025-10-04 08:02:47,Web,Noon,0,0,44.88666666666666,-0.14119365072137885,0.8598893970518873,-0.510480386339908,0,0.1383537724272182,NORMAL
TXN1004879,User1,28.97,Aswan,2025-10-05 08:40:40,Web,AliExpress,0,0,28.97,-0.1397595328403164,0.7641714114159129,-0.6450132199998784,0,0.1380649142971202,NORMAL
TXN1009694,User1,84.34,Cairo,2025-10-05 15:11:41,Web,LocalStore,0,0,56.655,-0.12338811430065588,-0.7422195659188219,-0.6701567846163132,0,0.17570308725351358,NORMAL
TXN1005338,User1,24.83,Aswan,2025-10-05 16:22:08,Web,AliExpress,0,0,46.04666666666666,-0.1398401609173771,-0.9102023756174674,-0.4141637784986982,0,0.17216121514543525,NORMAL
TXN1007072,User1,25.25,Aswan,2025-10-05 18:54:49,Web,Noon,0,0,40.8475,-0.13910375802165453,-0.9715318940726309,0.23690879848508462,0,0.16536888322581555,NORMAL
TXN1002729,User1,60.13,Luxor,2025-10-05 20:54:46,Web,Noon,0,0,44.70399999999999,-0.1284461194296402,-0.7230676230358737,0.6907772524607709,0,0.16473703691724806,NORMAL
TXN1007140,User1,68.92,Aswan,2025-10-06 13:22:28,Web,AliExpress,0,0,52.694,-0.12534787128170113,-0.35211392219670967,-0.9359571495507951,0,0.1590941144675999,NORMAL
TXN1007201,User1,33.18,Aswan,2025-10-06 15:44:43,Web,Amazon,0,0,42.462,-0.13519932276868368,-0.8307821395516997,-0.5565977331986721,0,0.17520672152088873,NORMAL
TXN1004599,User1,43.51,Aswan,2025-10-06 22:16:15,Web,Jumia,0,0,48.53666666666666,-0.1316093809043626,-0.4373904539592145,0.899271700202643,0,0.15352772122775443,NORMAL
TXN1003947,User1,36.79,Aswan,2025-10-06 22:21:20,Web,Jumia,0,1,45.599999999999994,-0.13302466006875394,-0.4173384544818185,0.9087511289735639,0,0.08196272176763597,NORMAL
TXN1005823,User1,71.85,Aswan,2025-10-07 00:30:46,Web,Jumia,0,0,50.849999999999994,-0.12214896574772072,0.13384205133773772,0.9910026767338757,0,0.1389311359738909,NORMAL
TXN1001758,User1,75.01,Luxor,2025-10-07 13:24:29,Web,Noon,0,0,52.068,-0.12070996054733968,-0.3603360157926933,-0.9328225746210519,0,0.16267640212824974,NORMAL
TXN1006673,User1,30.76,Aswan,2025-10-07 14:18:47,Web,AliExpress,0,1,48.51666666666666,-0.13334816109922587,-0.5692197339237399,-0.8221854380319483,0,0.11251763859350467,NORMAL
TXN1007616,User1,16.72,Aswan,2025-10-07 21:38:42,Web,Noon,0,0,45.77333333333333,-0.1369880339379909,-0.5782136765666428,0.8158853744437915,0,0.15050816812663603,NORMAL
TXN1004586,User1,58.48,Aswan,2025-10-08 00:49:56,Web,Amazon,0,0,45.2425,-0.12393822833706943,0.2161556117883476,0.9763589255455215,0,0.1306847259372148,NORMAL
TXN1003449,User1,38.7,Luxor,2025-10-08 04:19:40,Web,AliExpress,0,0,43.934000000000005,-0.12938400742737582,0.905692155306817,0.4239359855163187,0,0.11371902752189061,NORMAL
TXN1006103,User1,39.02,Luxor,2025-10-08 13:11:49,Web,Souq,0,0,43.115,-0.1287725972468404,-0.3082561049873465,-0.9513034078242493,0,0.15495156830697127,NORMAL
TXN1004289,User1,16.27,Luxor,2025-10-08 14:25:06,Web,Noon,0,0,33.838,-0.1351529467445225,-0.5916614699033971,-0.806186520001266,0,0.16640213110732838,NORMAL
TXN1002064,User1,78.0,Aswan,2025-10-08 15:02:43,Web,LocalStore,0,1,41.19833333333333,-0.11585697408587033,-0.7154387354334927,-0.6986754724772617,0,0.12417355110511508,NORMAL
TXN1009542,User1,34444.17,Luxor,2025-10-08 15:19:47,Web,Noon,0,2,4955.908571428571,7.646490465645809,-0.7654364180380393,-0.6435115305424574,0,-0.21051176954321993,FRAUD
TXN1003871,User1,35.28,Luxor,2025-10-08 15:37:45,Web,AliExpress,0,2,4340.829999999999,-0.1540845038971031,-0.8134815854595865,-0.5815906723101374,0,-0.05769196482634942,FRAUD
TXN1003803,User1,53.73,Aswan,2025-10-09 05:15:22,Web,LocalStore,0,0,5777.745,-0.14930844784540018,0.9810961471540587,0.19352092920266162,0,0.013053191743408576,NORMAL
TXN1005442,User1,41.94,Aswan,2025-10-09 11:02:57,Web,Noon,0,0,4958.344285714286,-0.15142021739517525,0.24636474055163293,-0.9691771843233448,0,0.0593305737573494,NORMAL
TXN1001128,User1,55.58,Aswan,2025-10-09 17:24:28,Web,Souq,0,0,50.416666666666664,-0.14773043227306823,-0.9880048273973061,-0.15442299388245032,0,0.17523756778792066,NORMAL
TXN1000726,User10,32.38,Giza,2025-09-09 08:08:51,iOS,eBay,0,0,32.38,0.0,0.8460768904215418,-0.53306087409846,0,0.12985244952010183,NORMAL
TXN1003097,User10,120.02,Aswan,2025-09-09 10:28:46,iOS,LocalStore,0,0,76.2,0.7071067811865474,0.38764966191328065,-0.9218067799807719,0,0.12414112487637824,NORMAL
TXN1000285,User10,167.23,Giza,2025-09-09 13:53:54,iOS,eBay,0,0,106.54333333333334,0.886873198967868,-0.4767752585461587,-0.8790252287837043,0,0.13321599943453594,NORMAL
TXN1009756,User10,41181.18,Giza,2025-09-09 17:59:14,iOS,Jumia,0,0,10375.2025,1.499994449352732,-0.9999944047755279,-0.003345208160578437,0,-0.15845409582416725,FRAUD
TXN1000997,User10,94.08,Giza,2025-09-09 19:42:39,iOS,Amazon,0,0,8318.978,-0.44772085447790183,-0.9013606575125893,0.43306923821540677,0,0.01895436006719764,NORMAL
TXN1007911,User10,115.17,Giza,2025-09-09 22:55:59,iOS,eBay,0,0,6951.676666666666,-0.4076866982806984,-0.27570726001128165,0.961241648482353,0,0.024043581326748553,NORMAL
TXN1004536,User10,41.06,Giza,2025-09-10 00:12:49,iOS,Amazon,0,0,5964.445714285714,-0.3814355790958401,0.05589411350683181,0.998436702087461,0,0.024994670963273125,NORMAL
TXN1004049,User10,46.21,Giza,2025-09-10 05:23:52,iOS,Souq,0,0,5224.66625,-0.3564294321621261,0.9875971635692837,0.15700905231834714,0,0.02046455690833693,NORMAL
TXN1006401,User10,72.83,Aswan,2025-09-10 12:10:16,iOS,Souq,0,0,5959.68,-0.3343019993052885,-0.044781802966061435,-0.9989967918482565,0,0.019725680838011517,NORMAL
